;;;; ;;;;;;;;;;;;;;;;; ONCOPROD RS ; ONCOPROD SP ; ONCOPROD PE ; NORPROD CE ; HOSPLOG DF ;;;; ONCOPROD ES ;;;; Preço Fabrica ;;;;; PMC ;;;;;
927;01/10/2019;0,03;0,05;VOLIBRIS 5 MG C/ 30 COMPR. REV.;AMBRISENTANA ;GLAXO;3004.90.99;NEGATIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;RJ;;7,89602E+12;3;0,0323;1874,961617;0;1887,79;0;1861,6;1861,6;1876,348848;1887,79;1841,997108;1855,26561;1877,133428;1922,452921;1547,9878;1861,6;1874,6;1887,79;1942,45;2062,3984;2481,37;2499,876848;2515,12;2585,45;Tratar a pressão alta nos vasos sanguíneos que transportam o sangue do coração para os pulmões
874;01/10/2019;0,02;0,05;VOTRIENT 200 MG C/ 30 COMPR. REV.;PAZOPANIBE, CLORIDRATO DE ;NOVARTIS;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;NÃO;NACIONAL;SP;ORIENTAÇÃO GERENTE IOLE, NÃO VENDER PARA FARMÁCIAS/ DELIVERY E DISTRIBUIDORAS;7,89626E+12;2;0,0422;2076,044421;2076,044421;2076,044421;2076,044421;2076,044421;2185,309917;2076,044421;2076,044421;2076,044421;2076,044421;2076,044421;2076,044421;2098,134;2527,87;2543,19;2558,7;2622,67;2900,54;2900,54;2900,54;2900,54;2900,54;Tratamento de carcinoma de células renais, Câncer nos rins 
872;01/10/2019;0,02;0,05;VOTRIENT400 MG C/ 30 COMPR. REV.;PAZOPANIBE, CLORIDRATO DE ;NOVARTIS;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;NÃO;NACIONAL;SP;ORIENTAÇÃO GERENTE IOLE, NÃO VENDER PARA FARMÁCIAS/ DELIVERY E DISTRIBUIDORAS;7,89626E+12;2;0,0422;4153,38;4153,38;4153,38;4153,38;4153,38;4326,97;4153,38;4153,38;4153,38;4153,38;4153,38;4153,38;4197,55;5057,3;5087,94;5118,97;5246,94;5802,88;5802,88;5802,88;5802,88;5802,88;Tratamento de carcinoma de células renais, Câncer nos rins 
873;01/10/2019;0,02;0,05;VOTRIENT400 MG C/ 60 COMPR. REV.;PAZOPANIBE, CLORIDRATO DE ;NOVARTIS;3004.90.79;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;SIM;IMPORTADO;SP;ORIENTAÇÃO GERENTE IOLE, NÃO VENDER PARA FARMÁCIAS/ DELIVERY E DISTRIBUIDORAS;7,89626E+12;2;0,0422;8306,75;8306,75;8306,75;8306,75;8306,75;8743,95;8306,75;8306,75;8306,75;8306,75;8306,75;8306,75;8395,11;10114,6;10175,9;10237,95;10493,9;11605,76;11605,76;11605,76;11605,76;11605,76;Tratamento de carcinoma de células renais, Câncer nos rins 
110950;22/01/2019;OL 8%;FÁBRICA;WINDUZA 100MG PO LIOF INJ 1FA;AZACITIDINA;DR. REDDY'S;3004.90.79;NEGATIVA;SIMILAR;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;SIM;IMPORTADO;SP;;8,90115E+12;1;0,0521;1150;1150;1150;1150;1150;1150;1150;1150;1150;1150;1150;1150;1451,9904;1746,16;1758,35;1770,72;1821,99;0;0;0;0;0;Síndrome Mielodisplásica (alteração das células sanguíneas), anemia refratária, leucemia mielóide aguda
1227;01/10/2019;0,02;0,07;XALACOM 50MCG/ML+5MG/ML 2,5ML;LATANOPROSTA+MAL DE TIMOLOL ;PFIZER/WYETH;3004.90.29;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89127E+12;2;0,0422;138,2380016;0;139,74;0;138,05;138,05;138,8930909;139,74;136,5650058;137,5487278;139,1699999;142,529971;114,5868;138,05;138,89;139,74;143,23;158,4076;190,84;192,0092121;193,18;198;Tratamento de glaucoma de ângulo aberto, hipertensão ocular
1222;01/10/2019;0,02;0,07;XALATAN COL 50 MCG/ML 2,5ML;LATANOPROSTA ;PFIZER/WYETH;3004.39.99;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89127E+12;2;0,0422;126,0899554;0;127,46;0;125,92;125,92;126,6875152;127,46;124,5655655;125,4628516;126,9416688;130,0064122;104,5172;125,92;126,68;127,46;130,64;144,484;174,07;175,1321212;176,2;180,6;Tratamento de glaucoma de ângulo aberto, hipertensão ocular
4416;01/10/2019;FÁBRICA;FÁBRICA;XALKORI 200MG CAP 1X60 BTL BR;CRIZOTINIBE ;PFIZER/WYETH;3004.90.99;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;Não vender abaixo do Fábrica -PODE VENDER PARA TODO O BRASIL, EXCETO PARA O ESTADO DE TOCANTINS ,;7,89127E+12;3;0,0323;24048,48;0;24048,48;0;23714,88;23714,88;23902,73164;24048,48;23714,88;23714,88;24048,48;24744,73;20022;24741,73;24914,53;25089,78;25816,18;26272,7918;31610,15;31845,80824;32039,99;32936,06;Câncer de pulmão não pequenas células
4417;01/10/2019;FÁBRICA;FÁBRICA;XALKORI 250MG CAP 1X60 BTL BR;CRIZOTINIBE ;PFIZER/WYETH;3004.90.99;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;Não vender abaixo do Fábrica -PODE VENDER PARA TODO O BRASIL, EXCETO PARA O ESTADO DE TOCANTINS ,;7,89127E+12;2;0,0422;31007,3;31007,3;31007,3;0;30577,17;30577,17;30790,71;31007,3;30577,17;30577,17;31007,3;31905,03;25425,98;30577,17;30790,71;31007,3;31905,02;33875,2578;40757,06;41060,91855;41311,29;42466,66;Câncer de pulmão não pequenas células
468;01/10/2019;0,03;0,05;XARELTO 10 MG C 30 COMP;RIVAROXABANA ;BAYER;3004.90.79;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89111E+12;3;0,0323;217,4853485;217,4853485;217,4853485;0;214,5855439;214,5855439;216,0257153;217,4853485;211,5301864;213,0539069;215,5651505;220,769524;179,3504;216,08;217,39;218,72;224,19;247,9434;298,72;300,5374545;302,37;309,93;Tratamento de trombose nas veias profundas, embolia pulmonar recorrentes
4185;01/10/2019;0,03;0,05;XARELTO 15 MG C 28 COMP REV;RIVAROXABANA ;BAYER;3004.90.79;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89111E+12;3;0,0323;202,9917496;202,9917496;202,9917496;0;200,285193;200,285193;201,6293889;202,9917496;197,4333443;198,8555207;201,1994094;206,0569519;167,3948;201,68;202,9;204,14;209,24;231,4122;278,81;280,4996364;282,21;289,26;Tratamento de trombose nas veias profundas, embolia pulmonar recorrentes
1563;01/10/2019;0,03;0,05;XARELTO 20MG C 28 COMP;RIVAROXABANA ;BAYER;3004.90.79;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89111E+12;3;0,0323;199,8431322;0;202,9917496;0;200,285193;200,285193;201,6293889;202,9917496;197,4333443;198,8555207;201,1994094;206,0569519;167,3948;201,68;202,9;204,14;209,24;0;201,68;202,9;282,21;289,26;Tratamento de trombose nas veias profundas, embolia pulmonar recorrentes
1541;01/10/2019;0,04;0,12;XELODA 150MG C/60 CPS.;CAPECITABINA ;ROCHE;3004.90.79;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;SIM;IMPORTADO;GO;;7,89623E+12;1;0,0521;352,59;352,59;352,59;352,59;352,59;405,27;352,59;352,59;352,59;352,59;352,59;352,59;337,25;406,33;408,8;411,29;421,57;466,2356;561,73;565,14;568,58;582,8;Câncer de mama, câncer de cólon e reto (que são partes do intestino grosso) e câncer gástrico
1540;01/10/2019;0,04;0,12;XELODA 500MG  C/120 CPS.;CAPECITABINA ;ROCHE;3004.90.79;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;SIM;IMPORTADO;GO;;7,89623E+12;1;0,0521;2247,71;2247,71;2247,71;2247,71;2247,71;2583,57;2247,71;2247,71;2247,71;2247,71;2247,71;2247,71;2149,98;2590,34;2606,04;2621,93;2687,48;2972,2212;3580,99;3602,7;3624,66;3715,28;Câncer de mama, câncer de cólon e reto (que são partes do intestino grosso) e câncer gástrico
4474;15/04/2019;0,1;0,1;XGEVA 120MG SOL INJ C/ FA X 1,7ML;DENOSUMABE ;AMGEM/BERGAMO;30021590;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;ORIENTAÇÃO DO LABORATÓRIO, NÃO PODEMOS DAR MAIS QUE 10% DE DESCONTO NO FÁBRICA DESTINO;7,89861E+12;3;0,0323;1323,468;0;1323,468;0;1307,52;1307,52;1315,446982;1323,468;1307,52;1307,52;1323,468;1356,552;1205,8264;1452,8;1461,61;1470,52;1507,28;1666,9862;2008,41;2020,589333;2032,91;2083,73;Prevenir complicações graves em adultos com mieloma múltiplo, Mieloma múltiplo é um câncer de células plasmáticas e tratar tumor de células gigantes do osso
2115;01/10/2019;0,02;0,05;XOLAIR 150MG FR.AMP.+DIL.2ML;OMALIZUMABE ;NOVARTIS;3002.10.39;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;GO;PODEMOS ATENDER  TODO O ESTADO DE SÃO PAULO / HOSPITAIS COM REDE EM SP E OUTRAS REGIÕES SINALIZAR DENYSE PARA FALAR COM O LABORATORIO;7,89626E+12;3;0,0323;2065,04;2065,04;2065,72;0;2040,83;2040,83;2053,2;2065,72;2051,23;2051,23;2073,33;2118,97;1739,6382;2095,95;2108,65;2121,51;2174,55;2404,9452;2897,53;2915,085091;2932,86;3006,19;Asma alérgica, Urticária Crônica Espontânea (UCE)
3926;01/10/2019;0,03;0,05;XTANDI 40MG CAP MOLE BOLS AL BL AL PLAS TRANS X 120;ENZALUTAMIDA ;ASTELLAS;3004.90.49;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;PODEMOS ATENDER AS REGIÕES: SUDESTE SP, RJ e ES / CENTO OESTE DF, GO, MT e MS / NORTE AC, AM, AP, RO, RR, PA e TO;7,89934E+12;3;0,0323;10891,00385;0;11136,37454;0;10987,88954;10987,88954;11061,63377;11136,37454;10699,53944;10776,61169;10903,63446;11166,8801;9187,198;11048,48;11125,64;11203,9;11528,28;12240,181;14726,79;14836,58303;14927,05;15344,52;Tratar homens com câncer de próstata
3433;01/10/2019;0,03;FÁBRICA;YERVOY 200MG SOL. INJ. C/ 1FA VD INC X 40ML;IPILIMUMABE ;BRISTOL;3002.10.35;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;NÃO PODEMOS VENDER PARA FARMACIAS/DROGARIAS DE FORMA ALGUMA;7,89602E+12;3;0,0323;71033,19;0;71033,19;0;70177,38;70177,38;70602,68582;71033,19;70177,38;70177,38;71033,19;72809,01;58247,2158;70177,38;70602,65;71033,19;72809,01;80523,3522;97016,11;97604,06327;98199,21;100654,18;Tratamento de melanoma (um tipo de câncer de pele)
3432;01/10/2019;0,03;FÁBRICA;YERVOY 50MG SOL. INJ. C/ 1FA VD INC  X 10ML;IPILIMUMABE ;BRISTOL;3002.10.35;POSITIVA;REFERÊNCIA;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;NÃO PODEMOS VENDER PARA FARMACIAS/DROGARIAS DE FORMA ALGUMA;7,89602E+12;3;0,0323;17758,28;17758,28;17758,28;17758,28;17544,32;17544,32;17650,64;17758,28;17544,32;17544,32;17758,28;18202,23;14561,78;17544,32;17650,64;17758,28;18202,23;20130,8196;24253,99;24400,99345;24549,78;25163,51;Tratamento de melanoma (um tipo de câncer de pele)
4554;15/04/2019;VERIFICAR COM LABORATÓRIO ;VERIFICAR COM LABORATÓRIO ;ZALTRAP 100 MG CAIXA COM 01 FRASCO AMPOLA 4 ML;AFLIBERCEPTE ;SANOFI/GENZYME;3002.15.90;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;PODEMOS VENDER PARA TODO BRASIL, MAS, PRECISAMOS PEGAR O VALOR COM A SANOFI - NÃO VENDER DE FORMA ALGUMA PARA FARMÁCIAS;7,89106E+12;2;0,0422;0;0;0;0;0;0;0;0;0;0;0;0;1026,9598;1237,3;1244,8;1252,39;1283,7;0;0;0;0;0;Indicado para pacientes com câncer colorretal (câncer do colo e do reto, que são partes do intestino)
4555;15/04/2019;VERIFICAR COM LABORATÓRIO ;VERIFICAR COM LABORATÓRIO ;ZALTRAP 200 MG CAIXA COM 01 FRASCO AMPOLA 8 ML;AFLIBERCEPTE ;SANOFI/GENZYME;3002.15.90;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;NÃO;NACIONAL;SP;PODEMOS VENDER PARA TODO BRASIL, MAS, PRECISAMOS PEGAR O VALOR COM A SANOFI - NÃO VENDER DE FORMA ALGUMA PARA FARMÁCIAS;7,89106E+12;2;0,0422;0;0;0;0;0;0;0;0;0;0;0;0;2053,9196;2474,6;2489,6;2504,78;2567,4;0;0;0;0;0;Indicado para pacientes com câncer colorretal (câncer do colo e do reto, que são partes do intestino)
116432;27/11/2019;FÁBRICA;FÁBRICA;ZARZIO 30MUI INJ C/1 SER 0,5ML;FILGRASTIM ;SANDOZ;3002.15.90;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;;7,8976E+12;INFO PENDENTE;INFO PENDENTE;0;0;0;0;0;0;0;0;0;0;0;0;81,0734;97,68;98,27;98,87;98,87;0;0;0;0;0;Redução da duração da neutropenia
1317;01/10/2019;0,02;0,07;ZAVEDOS 10MG  FR.AMP.;IDARUBICINA, CLORIDRATO DE ;PFIZER/WYETH;3004.20.99;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;SP;;7,89127E+12;3;0,0323;651,5;651,5;651,5;651,5;651,5;748,85;651,5;651,5;651,5;651,5;651,5;651,5;1081,96;1303,57;1311,47;1319,47;1352,46;0;0;0;0;0;Quimioterápico (medicamento usado no tratamento de neoplasias) 
1393;01/10/2019;0,02;0,07;ZAVEDOS 5MG  FR.AMP.;IDARUBICINA, CLORIDRATO DE ;PFIZER/WYETH;3004.20.99;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;SP;;7,89127E+12;3;0,0323;347,29;347,29;347,29;347,29;347,29;399,18;347,29;347,29;347,29;347,29;347,29;347,29;576,75;694,89;699,1;703,36;720,94;0;0;0;0;0;Quimioterápico (medicamento usado no tratamento de neoplasias) 
1872;01/10/2019;FÁBRICA;FÁBRICA;ZAVESCA 100 MG CX. C/ 90CAP;MIGLUSTATE ;JANSSEN;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;RJ;;7,64011E+12;3;0,0323;23156,11;0;23156,11;0;22877,13;22877,13;23015,76994;23156,11;22877,13;22877,13;23156,11;23735,02;18988,0102;22877,13;23015,76;23156,11;23735,01;26241,6318;31626,3;31808,03855;32001,99;32812,29;Tratamento oral da doença de Gaucher, tratamento das manifestações neurológicas progressivas
109881;11/04/2019;TABELA;TABELA;ZEDORA 150MG PO LIOF INJ C 1AMP;TRASTUZUMABE ;LIBBS;3002.15.20;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;SIM;IMPORTADO;SP;;7,89609E+12;3;0,0323;2515,99;2515,99;2515,99;2515,99;2515,99;2515,99;2515,99;2515,99;2515,99;2515,99;2515,99;2515,99;3446,1976;4152,05;4177,21;4202,68;4307,75;0;0;0;0;0;Câncer de mama metastático - metastático que apresentam tumores HER2- positivo, Câncer de mama inicial e Câncer gástrico avançado
109882;11/04/2019;TABELA;TABELA;ZEDORA 440MG PO LIOF INJ AMP+DIL;TRASTUZUMABE ;LIBBS;3002.15.20;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;SIM;IMPORTADO;SP;;7,89609E+12;3;0,0323;9225,31;9225,31;9225,31;9225,31;9225,31;9225,31;9225,31;9225,31;9225,31;9225,31;9225,31;9225,31;10108,8698;12179,36;12253,17;12327,89;12636,09;0;0;0;0;0;Câncer de mama metastático - metastático que apresentam tumores HER2- positivo, Câncer de mama inicial e Câncer gástrico avançado
1210;01/10/2019;0,02;0,03;ZELBORAF 240 MG C/ 56 COMPR. REV.;VEMURAFENIBE ;ROCHE;3004.90.99;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;GO;;7,89623E+12;3;0,0323;7582,83;7582,83;7753,58;0;7650,2;7650,2;7701,54;7753,58;7503,1;7503,1;7591,54;7774,82;6392,03;7687,04;7740,72;7795,17;8020,86;9117,662;10969,93;11051,71152;11119,1;11430,08;Tratamento de melanoma (doença maligna das células da pele que produzem o pigmento chamado melanina)
4180;01/10/2019;0,015;0,04;ZEMPLAR 5MCG/ML SOL INJ C/ 5 AMP X 1ML - ABBVIE;PARICALCITOL ;ABBVIE;3004.90.99;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;GO;;8,05408E+12;3;0,0323;227,2792175;0;237,16;0;234,3;234,3;229,3087248;237,16;224,5366265;226,1540366;228,81969;234,3440669;194,4712;234,3;235,72;237,16;243,09;268,8452;323,91;325,8729697;327,86;336,06;Prevenção e tratamento do hiperparatireoidismo secundário, associado à insuficiência crônica dos rins.
110072;15/04/2019;OL;OL;ZERBAXA 1G 0,5G C 10AMP;CEFTOLOZANO+TAZOBACTAM ;MSD/SCHERING;3004.20.59;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;GO;TODAS AS VENDAS DEVEM PASSAR PELO FIDELIZE - PRODUTO DE OL, E-MAIL 07/06/2018 AS 18:45 HORAS;7,89734E+12;2;0,0422;3108,627113;0;3108,627113;0;3065,5;3065,5;3089,786949;3108,627113;3065,5;3065,5;3108,627113;3198,63;2549,0766;3065,51;3086,92;3108,63;3198,63;0;0;0;0;0;Tratar infecções bacterianas complicadas do abdômen e do sistema do trato urinário
110204;29/01/2020;0,02;0,04;ZINACEF 750MG 1AMP;CEFUROXIMA;GLAXO;3004.90.69;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;RJ;;7,89627E+12;2;0,0422;16,72;;16,72;;16,76;16,76;16,87;16,99;16,76;16,76;16,99;17,46;37,6134;45,32;45,59;45,87;47,02;0;;;;0;Antibiótico, de largo espectro, indicado para o tratamento de infecções
3357;01/10/2019;FÁBRICA;FÁBRICA;ZINFORO 600MG PO SOL. INJ. INFUS. X 10FA (ANTIB.);CEFTAROLINA FOSAMILA ;PFIZER/WYETH;3004.90.39;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;PRODUTO VENDIDO APENAS PARA AMIL;7,89621E+12;2;0,0422;2401,95;0;2401,95;0;2368,63;2368,63;2387,392727;2401,95;2368,63;2368,63;2401,95;2471,49;1887,8532;2270,32;2286,18;2302,26;2368,91;0;0;0;0;0;Infecções complicadas de pele e tecidos moles e Pneumonia adquirida na comunidade
4690;01/10/2019;0,02;0,06;ZITROMAX 500MG C/3 COMP REV;AZITROMICINA ;PFIZER/WYETH;3004.20.29;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89127E+12;1;0,0521;23,52854177;0;23,89893617;0;23,58028369;23,58028369;23,73854063;23,89893617;23,24462446;23,41206302;23,6880185;24,25991658;19,7128;23,75;23,89;24,04;24,64;27,2486;32,83;33,02860606;33,23;34,06;infecções causadas por bactérias sensíveis à azitromicina, infecções do trato respiratório inferior entre outras infecções 
1532;01/10/2019;0,03;0,04;ZOFRAN 4MG  C/5 AMP.2ML;ONDANSETRONA, CLORETO DE ;SANDOZ;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;PR;PODEMOS ATENDER EM TODO BRASIL;7,89626E+12;3;0,0323;41,53734756;0;42,19214527;0;41,62958333;41,62958333;41,90897651;42,19214527;41,03674699;41,33234797;41,81952793;42,82917371;0;0;0;0;0;0;0;0;0;0;Controle de náuseas e vômitos que são provocados por alguns tratamentos e operações 
1531;01/10/2019;0,03;0,04;ZOFRAN 8MG  C/5 AMP.4ML;ONDANSETRONA, CLORETO DE ;SANDOZ;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;PR;PODEMOS ATENDER EM TODO BRASIL;7,89626E+12;3;0,0323;83,27553354;0;84,58741554;0;83,45958333;83,45958333;84,01971477;84,58741554;82,27120482;82,86383096;83,84053807;85,86469399;455,8708;549.24;552.57;555.94;569.84;0;0;0;0;0;Controle de náuseas e vômitos que são provocados por alguns tratamentos e operações 
1370;01/10/2019;0,03;0,04;ZOLADEX  10.8MG;GOSSERRELINA, ACETATO DE  ;ASTRAZENECA;3004.39.27;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;NÃO;NACIONAL;SP;NO MOMENTO PODEMOS ATENDER BRASIL - NÃO VENDER NA REGIÃO SUL;7,89621E+12;3;0,0323;1246,6025;1246,6025;1246,6025;1246,6025;1246,6025;1312,213158;1246,6025;1246,6025;1246,6025;1246,6025;1246,6025;1246,6025;1534,2774;1848,53;1859,73;1871,07;1917,85;2121,05;2121,05;2121,05;2121,05;2121,05;Câncer de próstata, mama, Controle da endometriose leiomioma uterino, Diminuição da espessura do endométrio, Fertilização assistida
2068;01/10/2019;0,03;0,04;ZOLADEX  3.6 MG;GOSSERRELINA, ACETATO DE  ;ASTRAZENECA;3004.39.27;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;NÃO;NACIONAL;SP;NO MOMENTO PODEMOS ATENDER BRASIL - NÃO VENDER NA REGIÃO SUL;7,89621E+12;3;0,0323;486,874375;486,874375;486,874375;486,874375;486,874375;512,4993421;486,874375;486,874375;486,874375;486,874375;486,874375;486,874375;599,2314;721,97;726,34;730,77;749,04;828,4;828,4;828,4;828,4;828,4;Câncer de próstata, mama, Controle da endometriose leiomioma uterino, Diminuição da espessura do endométrio, Fertilização assistida
910;11/04/2019;TABELA;TABELA;ZOLIBBS 4 MG SOL.INJ. CX C/ 1 FA 5ML;ZOLEDRONICO, ÁCIDO DE ;LIBBS;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;ISENTO;NÃO;NACIONAL;SP;;7,89609E+12;3;0,0323;347,65;347,65;347,65;347,65;347,65;347,65;347,65;347,65;347,65;347,65;347,65;347,65;1235,9;0;0;0;0;0;0;0;0;0;Tratar metástases ósseas e para reduzir a quantidade de cálcio no sangue
3263;01/10/2019;0,02;0,05;ZOMETA 4 MG SOL INJ FA 100 ML;ZOLEDRONICO, ÁCIDO DE ;NOVARTIS;3004.90.69;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;ISENTO;NÃO;NACIONAL;SP;ORIENTAÇÃO GERENTE IOLE, NÃO VENDER PARA FARMÁCIAS/ DELIVERY E DISTRIBUIDORAS;7,89626E+12;2;0,0422;672,67;672,67;672,67;672,67;672,67;672,67;672,67;672,67;672,67;672,67;672,67;672,67;1350,18;0;0;0;0;0;0;0;0;0;Tratar metástases ósseas e para reduzir a quantidade de cálcio no sangue
110685;01/09/2019;TABELA;TABELA;ZOSTIDE 250MG X 120 CP COM OR;ABIRATERONA, ACETATO DE ;LIBBS;3004.39.99;NEGATIVA;SIMILAR;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;PARA OPERADORAS DE SAUDE - DEPENDE DA QUANTIDADE (PODE CHEGAR ATÉ 7.241,70 (100 CAIXAS);7,89609E+12;3;0,0323;7903,7;7903,7;7903,7;0;7903,7;7903,7;7903,7;7903,7;7903,7;7903,7;7903,7;10773,3;8958,377;10773,3;10848,54;10924,85;11241,15;0;14360;10848,54;14555,27;14962,35;Câncer de próstata
110261;01/10/2019;0,02;0,04;ZOVIRAX 250MG C/5 AMP;ACICLOVIR ;GLAXO;3004.90.69;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;RJ;;7,89627E+12;1;0,0521;85,33027933;0;85,38313008;0;84,35441767;84,35441767;84,86565657;85,38313008;88,02611069;83,71796409;84,61970864;86,48275815;500,9954;603,61;607,27;610,97;626,24;0;0;0;0;0;Infecções causadas pelo vírus Herpes simplex, vírus Varicella zoster, meningoencefalite e citomegalovírus
70;01/10/2019;0,02;0,04;ZYPREXA 10 MG CX C/ 28 CPS. (C1);OLANZAPINA ;ELI LILLY;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89638E+12;1;0,0521;753,4936218;0;748,8588669;0;739,8364709;739,8364709;744,3203283;748,8588669;781,8726393;743,6064711;751,6160195;768,1641485;677,1724;815,87;820,81;825,82;846,47;936,153;1127,89;1134,730909;1141,65;1170,2;Tratamento agudo e de manutenção da esquizofrenia e outros transtornos mentais
4574;16/12/2019;PRODUTO NOVO ;PRODUTO NOVO ;ZYPREXA 10MG C/30;OLANZAPINA;ELI LILLY;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;;7,89638E+12;1;0,0521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Indicado para o tratamento agudo e de manutenção da esquizofrenia e outros transtornos mentais
