00741;20/07/2018;PF;PF;VAC. PNEUMOCOCICAPOLIVALENTE 25MCG;PNEUMOVAX;MSD;30022027;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Pneumonia;7897337702874;;;;;;; R$ 40,43 ; R$ 40,43 ; R$ 40,43 ; R$ 40,92 ; R$ 41,94 ; R$ 40,43 ; R$ 40,43 ; R$ 40,43 ; R$ 40,92 ; R$ 41,94 ; R$ 33,55 ; R$ 40,43 ; R$ 40,67 ; R$ 40,92 ; R$ 41,94 ;;;;;;Pneumonia;;
00732;17/05/2018;4%;8%;VAC. QUADRIV. PAPILOMAVIRUS HUM. (HPV) C;GARDASIL;MSD;3002.20.29;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;HPV;7897337704748;;;;;;; R$ 351,29 ; R$ 351,29 ; R$ 351,29 ; R$ 353,25 ; R$ 355,52 ; R$ 355,52 ; R$ 353,25 ; R$ 353,25 ; R$ 356,70 ; R$ 363,00 ; R$ 387,82 ; R$ 467,25 ; R$ 470,08 ; R$ 472,95 ; R$ 484,77 ;;;;;;HPV;;
00723;08/05/2018;*;*;VAC. SARAM.+CAXUM.+RUB. C 1 FA.+SP C  DI;PRIORIX;GLAXOSMITHKLINE BRASIL LTDA;30022027;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Sarampo + Cachumba + Rubeola;7896015516000;;;;;;; * ; * ; * ; * ; * ; * ; * ; * ; * ; * ; R$ 26,75 ; R$ 32,23 ; R$ 32,42 ; R$ 32,62 ; R$ 33,44 ;;;;;;Sarampo + Cachumba + Rubeola;;
00807;17/05/2018;4%;8%;VAC. TETRA VIRAL MMRV C  1FA + 1 SP C  D;PRIORIX TETRA;GLAXOSMITHKLINE BRASIL LTDA;30022029;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Tetra Viral MMRV 0,5 ml - GSK;7896015519735;;;;;;; R$ 165,72 ; R$ 165,72 ; R$ 165,72 ; R$ 167,30 ; R$ 170,60 ; R$ 167,70 ; R$ 157,90 ; R$ 157,90 ; R$ 159,25 ; R$ 162,00 ; R$ 145,53 ; R$ 175,33 ; R$ 176,39 ; R$ 177,70 ; R$ 181,91 ;;;;;;Tetra Viral MMRV 0,5 ml - GSK;;
00925;20/07/2018;4%;9%;VAC.DIF.+TÉTANO+COQ.+POLIO C 1SP 0,5 ML;ADACEL QUADRA;SANOFI AVENTIS FARM LTDA;3002.20.29;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Difteria + Tetano + Coqueluche + Polio;3660053310739;;;;;;; R$ 68,83 ; R$ 68,83 ; R$ 68,83 ; R$ 72,80 ; R$ 74,23 ; R$ 74,66 ; R$ 72,58 ; R$ 72,58 ; R$ 73,19 ; R$ 74,46 ; R$ 62,30 ; R$ 75,06 ; R$ 75,52 ; R$ 75,98 ; R$ 77,88 ;;;;;;Difteria + Tetano + Coqueluche + Polio;;
00725;17/05/2018;*;*;VAC.SARAM.+CAXUM.+RUBÉOLA C 1 FA 0,5ML +;MMR II ;SANOFI AVENTIS FARM LTDA;3002.20.27;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Sarampo + Cachumba + Rubeola;7897337704588;;;;;;; PF ; PF ; PF ; PF ; PF ; PF ; PF ; PF ; PF ; PF ; R$ 19,45 ; R$ 23,43 ; R$ 23,58 ; R$ 23,72 ; R$ 24,31 ;;;;;;Sarampo + Cachumba + Rubeola;;
03878;17/05/2018;*;*;VACADSORVIDAMENINGOC B INJX0,5ML;BEXSERO - VACINA;GLAXOSMITHKLINE BRASIL LTDA;30022025;NEGATIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Meningite B;7896015590864;;;;;;; * ; * ; * ; * ; * ; * ; * ; * ; * ; * ; R$ 316,10 ; R$ 390,62 ; R$ 393,34 ; R$ 396,11 ; R$ 407,58 ;;;;;;Meningite B;;
02083;20/07/2018;4%;8%;VACINA ADSORV. HEPATITE AINATIV. ADULTO;VAQTA - VACINA;MSD;30022029;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Hepatite A (Adulto);7897337701600;;;;;;; R$ 85,41 ; R$ 85,41 ; R$ 85,41 ; R$ 89,36 ; R$ 91,11 ; R$ 89,57 ; R$ 89,08 ; R$ 89,08 ; R$ 89,84 ; R$ 91,39 ; R$ 76,00 ; R$ 91,56 ; R$ 92,12 ; R$ 92,68 ; R$ 95,00 ;;;;;;Hepatite A (Adulto);;
02084;20/07/2018;4%;8%;VACINA ADSORV. HEPATITE AINATIV. PEDIAT.;VAQTA - VACINA;MSD;30022029;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;Hepatite A (infantil);7897337701617;;;;;;; R$ 59,52 ; R$ 59,52 ; R$ 59,52 ; R$ 60,09 ; R$ 61,27 ; R$ 60,23 ; R$ 59,90 ; R$ 59,90 ; R$ 60,41 ; R$ 61,46 ; R$ 51,10 ; R$ 61,57 ; R$ 61,94 ; R$ 62,32 ; R$ 63,88 ;;;;;;Hepatite A (infantil);;
00737;17/05/2018;4%;8%;VACPNEUMOCOC 13 0,5 ML+1 AG WYETH;PREVENAR - VACINA;PFIZER;3002.20.29;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;SP;Meningite + Pneumo + Otite + Sepse;7891045010627;;;;;;; R$ 157,00 ; R$ 157,00 ; R$ 157,00 ; R$ 158,40 ; R$ 161,50 ; R$ 158,80 ; R$ 149,50 ; R$ 149,50 ; R$ 150,00 ; R$ 153,40 ; R$ 131,82 ; R$ 158,81 ; R$ 159,78 ; R$ 160,75 ; R$ 164,77 ;;;;;;Meningite + Pneumo + Otite + Sepse;;
00171;06/06/2018;4%;6,00%;VALCYTE 450 MG FRASCO C/ 60 COMP. REVEST.;CLOR. DE VALGANCICLOVIR;ROCHE;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7896226503707;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 10.138,56 ; R$ -   ; R$ 10.200,01 ; R$ 10.244,17 ; R$ 10.462,14 ; R$ 10.114,69 ; R$ 10.114,69 ; R$ 10.175,99 ; R$ 10.207,07 ; R$ 10.396,99 ; R$ 8.582,59 ; R$ 10.340,47 ; R$ 10.403,14 ; R$ 10.466,57 ; R$ 10.728,24 ; R$ 11.864,93 ; R$ 14.295,09 ; R$ 14.381,72 ; R$ 14.469,42 ; R$ 14.831,15 ;ANTI RETROVIRAL - Usado imunodeficiência adquirida, infecções alto risco ;;
04290;25/06/2018;4%;8%;VECTIBIX 20MG/ML SOL DIL INFUS C/ FA X 5ML - AMGEN;PANITUMUMABE;AMGEM / BERGAMO;3002.10.39;NEUTRA;;;NÃO;REGIME NORMAL;NÃO;IMPORTADO;SP;;7898609960039;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 1.404,81 ; R$ -   ; R$ 1.413,32 ; R$ 1.418,32 ; R$ 1.446,13 ; R$ 1.421,74 ; R$ 1.328,56 ; R$ 1.336,61 ; R$ 1.339,86 ; R$ 1.363,05 ; R$ 1.194,39 ; R$ 1.475,94 ; R$ 1.486,25 ; R$ 1.496,70 ; R$ 1.540,03 ; R$ 1.967,32 ; R$ 1.980,61 ; R$ 1.786,99 ; R$ 1.994,07 ; R$ 2.049,83 ;É indicado para o tratamento de câncer colorretal metastático (câncer intestinal) e também indicado isolado ou em combinação com quimioterapia à base de irinotecano ou oxaliplatina.;;
01172;07/06/2018;4%;8,00%;VESANOID 10 MG CX C/ 100 CAPS. (C2);TRETINOINA (ácido trans-retinóico);ROCHE;3004.50.60;POSITIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;CONTROLADO!;7896226501277;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 1.138,76 ; R$ -   ; R$ 1.145,66 ; R$ 1.149,71 ; R$ 1.172,26 ; R$ 1.152,48 ; R$ 1.085,10 ; R$ 1.091,68 ; R$ 1.113,28 ; R$ 1.094,33 ; R$ 936,19 ; R$ 1.127,94 ; R$ 1.134,77 ; R$ 1.141,69 ; R$ 1.170,23 ; R$ 1.294,23 ; R$ 1.559,30 ; R$ 1.568,75 ; R$ 1.578,32 ; R$ 1.617,77 ;ANTINEOPLÁSICO -Indicado para indução da remissão em leucemia promielocítica aguda ;;
00855;25/06/2018;4%;Fábrica;VICTOZA 6 MG/ML SOL. INJ. C/ 2 CARP. 3 ML +  2 SIST. APLIC.;LIRAGLUTIDA;NOVO NORDISK;3004.39.29;NEGATIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7897705201770;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 369,03 ; R$ -   ; R$ 371,61 ; R$ 374,22 ; R$ 385,05 ; R$ 369,03 ; R$ 369,03 ; R$ 371,61 ; R$ 374,22 ; R$ 385,05 ; R$ 298,63 ; R$ 369,03 ; R$ 371,61 ; R$ 374,22 ; R$ 385,05 ; R$ 491,89 ; R$ 495,21 ; R$ 446,81 ; R$ 498,58 ; R$ 512,51 ;TRATAMENTO DIABETES - Indicado no tratamento de adultos com diabetes mellitus tipo 2;;
00703;17/04/2018;8%;10,00%;VIDAZA 100 MG PO LIOF. INJ. FR. AMP.;AZACITIDINA;UNITED MEDICAL;3004.90.68;NEGATIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;GO;PROD.VEM DE GO, NÃO DESONERAR;67211102015;2;2,47%; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.481,79 ; R$ 1.354,43 ; R$ 1.673,71 ; R$ 1.685,39 ; R$ 1.697,25 ; R$ 1.746,39 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;INIBIDOR NA METILAÇÃO DO DNA - ANTINEOPLÁSICO - Trat. Síndrome Mielodisplásica (SMD) dos subtipos anemia refratária;;
04107;24/05/2018;4%;7%;VIEKIRA 12,5MG+75MG+50MG COM REV.+250MG COM REV. CT BL 56+56;ombitasvir/ veruprevir/ ritonavir + dasabuvir;ABBVIE;3004.90.69;NEGATIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;GO;HEPATITE C, TRATAMENTO COMPLETO 03 CAIXAS;8054083005874;3;2,09%; R$ -   ; R$ -   ; -   ; -   ; R$ 69.454,02 ; R$ -   ; R$ 69.939,08 ; R$ 70.431,04 ; R$ 72.470,16 ; R$ 69.454,02 ; R$ 69.454,02 ; R$ 69.939,08 ; R$ 70.431,04 ; R$ 72.470,16 ; R$ -   ; R$ 69.454,02 ; R$ 69.939,08 ; R$ 70.431,04 ; R$ 72.470,16 ; R$ 75.396,95 ; R$ 92.576,97 ; R$ 93.202,15 ; R$ 93.835,86 ; R$ 96.460,20 ;É destinado ao tratamento da infecção crônica pelo vírus da hepatite C genótipo 1.;;
03757;07/06/2018;4%;5,00%;VIMPAT 100MG CX C/ 28 COM REV. (C1);LACOSAMIDA;UCB;3004.90.49;NEGATIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;ATENDER TODO O BRASIL  - JOSI 04/09;5413787008797;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 175,28 ; R$ -   ; R$ 176,34 ; R$ 177,10 ; R$ 180,87 ; R$ 177,26 ; R$ 172,74 ; R$ 173,78 ; R$ 174,31 ; R$ 177,56 ; R$ 145,98 ; R$ 180,39 ; R$ 181,65 ; R$ 182,93 ; R$ 188,23 ; R$ 195,83 ; R$ 240,45 ; R$ 242,07 ; R$ 243,72 ; R$ 250,54 ;ANTIEPILÉTICO - Indicado como terapêutica adjuvante no tratamento de crises parciais com ou sem generalização secundária no doente com epilepsia.;;
03883;07/06/2018;4%;5,00%;VIMPAT 10MG/ML SOL INFUS FA X 20ML (C1);LACOSAMIDA;UCB;3004.90.99;NEGATIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;ATENDER TODO O BRASIL  - JOSI 04/09;4030729003743;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 140,81 ; R$ -   ; R$ 141,66 ; R$ 142,28 ; R$ 145,31 ; R$ 142,41 ; R$ 138,77 ; R$ 139,61 ; R$ 140,04 ; R$ 142,65 ; R$ 114,81 ; R$ 141,87 ; R$ 142,87 ; R$ 143,87 ; R$ 148,04 ; R$ 154,01 ; R$ 189,10 ; R$ 190,39 ; R$ 191,68 ; R$ 197,05 ;ANTIEPILÉTICO - Indicado como terapêutica adjuvante no tratamento de crises parciais com ou sem generalização secundária no doente com epilepsia.;;
03760;07/06/2018;4%;5,00%;VIMPAT 10MG/ML SOL ORAL FR VD AMB X 200ML (C1);LACOSAMIDA;UCB;3004.90.99;NEGATIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;ATENDER TODO O BRASIL  - JOSI 04/09;4030729003750;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 125,21 ; R$ -   ; R$ 125,96 ; R$ 126,51 ; R$ 129,20 ; R$ 126,62 ; R$ 123,39 ; R$ 124,13 ; R$ 124,52 ; R$ 126,84 ; R$ 104,28 ; R$ 128,86 ; R$ 129,76 ; R$ 130,67 ; R$ 134,45 ; R$ 139,89 ; R$ 171,76 ; R$ 172,92 ; R$ 174,09 ; R$ 178,96 ;ANTIEPILÉTICO - Indicado como terapêutica adjuvante no tratamento de crises parciais com ou sem generalização secundária no doente com epilepsia.;;
03758;07/06/2018;4%;5,00%;VIMPAT 150MG CX C/ 28 COM REV. (C1);LACOSAMIDA;UCB;3004.90.99;NEGATIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;ATENDER TODO O BRASIL  - JOSI 04/09;5413787010790;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 263,59 ; R$ -   ; R$ 265,18 ; R$ 266,12 ; R$ 271,34 ; R$ 266,76 ; R$ 249,41 ; R$ 250,92 ; R$ 251,53 ; R$ 255,89 ; R$ 218,98 ; R$ 270,59 ; R$ 272,48 ; R$ 274,40 ; R$ 282,34 ; R$ 293,75 ; R$ 360,68 ; R$ 363,11 ; R$ 365,59 ; R$ 375,80 ;ANTIEPILÉTICO - Indicado como terapêutica adjuvante no tratamento de crises parciais com ou sem generalização secundária no doente com epilepsia.;;
03759;07/06/2018;4%;5,00%;VIMPAT 200MG CX C/ 28 COM REV. (C1);LACOSAMIDA;UCB;3004.90.99;NEGATIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;ATENDER TODO O BRASIL  - JOSI 04/09;5413787012794;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 342,25 ; R$ -   ; R$ 344,32 ; R$ 345,81 ; R$ 353,17 ; R$ 346,12 ; R$ 337,29 ; R$ 339,33 ; R$ 340,37 ; R$ 346,70 ; R$ 285,03 ; R$ 352,23 ; R$ 354,69 ; R$ 357,18 ; R$ 367,52 ; R$ 382,36 ; R$ 469,50 ; R$ 472,67 ; R$ 475,87 ; R$ 489,18 ;ANTIEPILÉTICO - Indicado como terapêutica adjuvante no tratamento de crises parciais com ou sem generalização secundária no doente com epilepsia.;;
03756;07/06/2018;4%;5,00%;VIMPAT 50MG CX C/ 14 COM REV. (C1);LACOSAMIDA;UCB;3004.90.49;NEGATIVA;NÃO REFRIGERADO;CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;;ATENDER TODO O BRASIL  - JOSI 04/09;4030729003767;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 43,78 ; R$ -   ; R$ 44,04 ; R$ 44,24 ; R$ 45,18 ; R$ 44,28 ; R$ 43,15 ; R$ 43,40 ; R$ 43,54 ; R$ 44,35 ; R$ 36,46 ; R$ 45,06 ; R$ 45,37 ; R$ 45,69 ; R$ 47,01 ; R$ 48,91 ; R$ 60,06 ; R$ 60,46 ; R$ 60,87 ; R$ 62,57 ;ANTIEPILÉTICO - Indicado como terapêutica adjuvante no tratamento de crises parciais com ou sem generalização secundária no doente com epilepsia.;;
01695;31/07/2018;Fábrica;Fábrica;VINCIZINA CS C/5 FR.AMP.1MG/ML;SULF.VINCRISTINA;PFIZER;3004.40.90;POSITIVA;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;IMPORTADO;SP;;7896931416415;3;2,09%; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 134,59 ; R$ 162,16 ; R$ 164,14 ; R$ 163,15 ; R$ 168,24 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Indicado principalmente no tratamento da leucemia aguda. doença de Hodgkin, linfomas malignos não Hodgkin , rabdomiossarcoma, neuroblastoma, tumor de Wilms, carcinoma do cérvix uterino, câncer de mama, sarcoma osteogênico netre outros;;
00928;29/06/2018;4%;7,00%;VOLIBRIS 10 MG C/ 30 COMPR. REV.;AMBRISENTANA;GLAXO - SIMONE;3004.90.99;NEGATIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7896015520700;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 3.542,14 ; R$ -   ; R$ 3.563,61 ; R$ 3.579,04 ; R$ 3.655,14 ; R$ 3.582,20 ; R$ 3.488,79 ; R$ 3.509,93 ; R$ 3.520,64 ; R$ 3.586,11 ; R$ 2.887,92 ; R$ 3.568,69 ; R$ 3.593,61 ; R$ 3.618,89 ; R$ 3.723,66 ; R$ 4.756,79 ; R$ 4.788,91 ; R$ 4.320,77 ; R$ 4.821,48 ; R$ 4.956,32 ;ANTI-HIPERTENSORES - Antagonista do receptor de endotelina (ARE)- Trat.  Hipertensão arterial pulmonar ;;
00927;29/06/2018;4%;7,00%;VOLIBRIS 5 MG C/ 30 COMPR. REV.;AMBRISENTANA;GLAXO - SIMONE;3004.90.99;NEGATIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7896015520694;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 1.771,07 ; R$ -   ; R$ 1.781,80 ; R$ 1.789,51 ; R$ 1.827,59 ; R$ 1.784,34 ; R$ 1.744,39 ; R$ 1.754,96 ; R$ 1.760,32 ; R$ 1.793,05 ; R$ 1.443,96 ; R$ 1.784,34 ; R$ 1.796,80 ; R$ 1.809,44 ; R$ 1.861,83 ; R$ 2.378,39 ; R$ 2.394,45 ; R$ 2.160,37 ; R$ 2.410,73 ; R$ 2.478,16 ;ANTI-HIPERTENSORES - Antagonista do receptor de endotelina (ARE)- Trat.  Hipertensão arterial pulmonar ;;
00874;11/06/2018;4%;5,00%;VOTRIENT 200 MG C/ 30 COMPR. REV.;PAZOPANIBE, CLORIDRATO DE;NOVARTIS;3004.90.69;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;;;7896015521073;2;2,47%; R$ 1.989,89 ; R$ 1.989,89 ; R$ 2.011,06 ; R$ 1.989,89 ; R$ -   ; R$ 2.011,06 ; R$ -   ; R$ -   ;; R$ -   ; R$ -   ;; R$ -   ; R$ -   ; R$ 2.011,06 ; R$ 2.422,96 ; R$ 2.437,65 ; R$ 2.452,51 ; R$ 2.513,82 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;CANCER RENAL AVANÇADO;;
00872;11/06/2018;4%;5,00%;VOTRIENT400 MG C/ 30 COMPR. REV.;PAZOPANIBE, CLORIDRATO DE;NOVARTIS;3004.90.69;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;;;7896015521097;2;2,47%; R$ 3.981,00 ; R$ 3.981,00 ; R$ 4.023,35 ; R$ 3.981,00 ; R$ -   ; R$ 3.971,97 ; R$ -   ; R$ -   ;; R$ -   ; R$ -   ;; R$ -   ; R$ -   ; R$ 4.023,35 ; R$ 4.847,41 ; R$ 4.876,78 ; R$ 4.906,52 ; R$ 5.029,18 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;CANCER RENAL AVANÇADO;;
00873;11/06/2018;4%;5,00%;VOTRIENT400 MG C/ 60 COMPR. REV.;PAZOPANIBE, CLORIDRATO DE;NOVARTIS;3004.90.79;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;;;7896015521103;2;2,47%; R$ 7.962,00 ; R$ 7.962,00 ; R$ 8.046,70 ; R$ 7.962,00 ; R$ -   ; R$ 7.943,94 ; R$ -   ; R$ -   ;; R$ -   ; R$ -   ;; R$ -   ; R$ -   ; R$ 8.046,70 ; R$ 9.694,82 ; R$ 9.753,57 ; R$ 9.813,05 ; R$ 10.058,38 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;CANCER RENAL AVANÇADO;;
04416;04/06/2018;Fábrica;VENDER A FÁBRICA NA NF;XALKORI 200MG CAP 1X60 BTL BR;CRIZOTINIBE;PFIZER;3004.90.99;NEGATIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL;SIM;IMPORTADO;SP;Não vender abaixo do Fábrica -PODE VENDER PARA TODO O BRASIL, EXCETO PARA O ESTADO DE TOCANTINS ,;7891268110388;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 23.714,88 ; R$ -   ; R$ 23.880,50 ; R$ 24.048,48 ; R$ 24.744,73 ; R$ 23.714,88 ; R$ 23.714,88 ; R$ 23.880,50 ; R$ 24.048,48 ; R$ 24.744,73 ; R$ 19.191,02 ; R$ 23.714,88 ; R$ 23.880,50 ; R$ 24.048,48 ; R$ 24.744,73 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;É indicado para o tratamento de câncer de pulmão não pequenas células (CPCNP) avançado positivo para quinase de linfoma anaplásico (ALK).;;
04417;04/06/2018;Fábrica;VENDER A FÁBRICA NA NF;XALKORI 250MG CAP 1X60 BTL BR;CRIZOTINIBE;PFIZER;3004.90.99;NEGATIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL;SIM;IMPORTADO;SP;Não vender abaixo do Fábrica -PODE VENDER PARA TODO O BRASIL, EXCETO PARA O ESTADO DE TOCANTINS ,;7891268110418;1;2,84%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 29.308,13 ; R$ -   ; R$ 29.512,81 ; R$ 29.720,41 ; R$ 30.580,88 ; R$ 29.308,13 ; R$ 29.308,13 ; R$ 29.512,81 ; R$ 29.720,41 ; R$ 30.580,88 ; R$ 23.717,30 ; R$ 29.308,13 ; R$ 29.512,81 ; R$ 29.720,41 ; R$ 30.580,88 ; R$ 31.815,91 ; R$ 39.065,53 ; R$ 39.329,33 ; R$ 39.596,75 ; R$ 40.704,17 ;É indicado para o tratamento de câncer de pulmão não pequenas células (CPCNP) avançado positivo para quinase de linfoma anaplásico (ALK).;;
00468;22/04/2018;4%;Fábrica;XARELTO 10 MG C 30 COMP;RIVAROXABANA;BAYER;3004.90.79;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;SP;;7891106007047;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 207,11 ; R$ -   ; R$ 208,37 ; R$ 209,64 ; R$ 214,88 ; R$ 207,11 ; R$ 207,11 ; R$ 208,37 ; R$ 209,64 ; R$ 214,88 ; R$ 171,90 ; R$ 207,11 ; R$ 208,37 ; R$ 209,64 ; R$ 214,88 ; R$ 237,64 ; R$ 286,32 ; R$ 288,06 ; R$ 289,82 ; R$ 297,06 ;;;
04185;22/04/2018;4%;Fábrica;XARELTO 15 MG C 28 COMP REV;RIVAROXABANA;BAYER;3004.90.79;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;SP;;7891106907019;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 193,31 ; R$ -   ; R$ 194,48 ; R$ 195,67 ; R$ 200,56 ; R$ 193,31 ; R$ 193,31 ; R$ 194,48 ; R$ 195,67 ; R$ 200,56 ; R$ 160,45 ; R$ 193,31 ; R$ 194,48 ; R$ 195,67 ; R$ 200,56 ; R$ 221,81 ; R$ 267,24 ; R$ 268,86 ; R$ 270,50 ; R$ 277,26 ;;;
01541;20/06/2018;4%;Preço Venda  menos desconto comercial;XELODA 150MG C/60 CPS.;CAPECITABINA;ROCHE;3004.90.79;POSITIVA;;;NÃO;CONVENIO 118;SIM;IMPORTADO;;;7896226501147;2;2,47%; R$ 362,68 ; R$ 362,68 ; R$ 362,68 ; R$ 362,68 ; R$ -   ; R$ 362,68 ; R$ -   ; R$ -   ;; R$ 362,68 ; R$ 362,68 ;; R$ 362,68 ; R$ 362,68 ; R$ 323,26 ; R$ 389,47 ; R$ 391,83 ; R$ 394,22 ; R$ 404,08 ; R$ 446,89 ; R$ 538,42 ; R$ 541,68 ; R$ 544,99 ; R$ 558,62 ;"ANTINEOPLÁSICO, CITOTÓXICO - Trat. Câncer de mama, em combinação com docetaxel ou  resistente a regimes de qt.  Câncer colorretal; Câncer gástrico ";;
01540;20/06/2018;4%;Preço Venda menos desconto comercial;XELODA 500MG  C/120 CPS.;CAPECITABINA;ROCHE;3004.90.79;POSITIVA;;;NÃO;CONVENIO 118;SIM;IMPORTADO;;;7896226501154;2;2,47%; R$ 2.312,06 ; R$ 2.312,06 ; R$ 2.312,06 ; R$ 2.312,06 ; R$ -   ; R$ 2.312,06 ; R$ -   ; R$ -   ;; R$ 2.312,06 ; R$ 2.312,06 ;; R$ 2.312,06 ; R$ 2.312,06 ; R$ 2.060,75 ; R$ 2.482,83 ; R$ 2.497,88 ; R$ 2.513,11 ; R$ 2.575,94 ; R$ 2.848,87 ; R$ 3.432,37 ; R$ 3.453,17 ; R$ 3.474,23 ; R$ 3.561,09 ;"ANTINEOPLÁSICO, CITOTÓXICO - Trat. Câncer de mama, em combinação com docetaxel ou  resistente a regimes de qt.  Câncer colorretal; Câncer gástrico ";;
